Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU,Eventos políticos,Tasa Referencial EEUU,Expectativas del mercado,Volatilidad global
3.342,22,10,2019,22/10/2019,2,1,1,1,1,1,0,0,1,0,1,0,1
3.347,23,10,2019,23/10/2019,3,1,0,1,1,0,1,0,0,1,1,0,0
3.35,24,10,2019,24/10/2019,4,1,0,0,0,1,1,1,1,0,0,0,1
3.351,25,10,2019,25/10/2019,5,1,1,1,1,0,0,0,0,1,0,0,0
3.335,28,10,2019,28/10/2019,1,1,0,0,1,1,0,1,1,0,0,0,1
3.34,29,10,2019,29/10/2019,2,0,0,1,1,1,1,1,1,0,0,0,0
3.349,30,10,2019,30/10/2019,3,0,1,1,0,0,1,0,0,1,1,1,1
3.349,31,10,2019,31/10/2019,4,0,0,1,1,0,0,1,0,0,0,0,0
3.349,1,11,2019,01/11/2019,5,0,1,0,0,0,1,1,1,0,1,1,1
3.336,4,11,2019,04/11/2019,1,1,1,0,1,0,0,0,0,1,1,0,0
3.339,5,11,2019,05/11/2019,2,0,1,0,1,0,0,0,0,1,1,0,0
3.341,6,11,2019,06/11/2019,3,0,0,0,0,0,0,0,0,1,1,1,1
3.345,7,11,2019,07/11/2019,4,0,0,1,1,1,0,1,0,0,1,0,1
3.353,8,11,2019,08/11/2019,5,0,1,1,0,1,1,0,0,0,0,1,1
3.364,11,11,2019,11/11/2019,1,1,1,1,1,1,1,0,0,1,0,0,0
3.376,12,11,2019,12/11/2019,2,1,1,0,1,0,1,0,1,0,1,1,1
3.392,13,11,2019,13/11/2019,3,1,1,0,1,0,0,1,0,0,0,0,1
3.391,14,11,2019,14/11/2019,4,0,1,1,1,1,0,0,1,1,1,1,1
3.373,15,11,2019,15/11/2019,5,1,1,0,1,1,1,1,0,0,1,1,1
3.372,18,11,2019,18/11/2019,1,1,0,1,1,0,0,1,1,1,1,0,1
3.381,19,11,2019,19/11/2019,2,1,0,0,1,0,0,1,0,1,1,1,0
3.387,20,11,2019,20/11/2019,3,0,1,0,1,1,1,1,0,1,0,1,0
3.38,21,11,2019,21/11/2019,4,0,0,0,0,0,0,1,0,1,1,0,0
3.385,22,11,2019,22/11/2019,5,1,0,1,0,1,0,1,1,1,1,0,1
3.391,25,11,2019,25/11/2019,1,0,0,0,0,1,0,0,1,1,1,0,0
3.385,26,11,2019,26/11/2019,2,1,0,1,0,0,0,1,0,1,1,1,0
3.394,27,11,2019,27/11/2019,3,0,0,1,1,1,0,0,1,0,0,1,0
3.39,28,11,2019,28/11/2019,4,1,0,1,1,0,1,1,1,1,1,1,1
3.399,29,11,2019,29/11/2019,5,1,1,0,1,0,0,0,1,0,0,0,0
3.403,2,12,2019,02/12/2019,1,0,1,1,0,1,0,1,1,0,0,0,0
3.391,3,12,2019,03/12/2019,2,1,0,1,0,1,1,1,0,0,1,0,1
3.386,4,12,2019,04/12/2019,3,0,1,0,0,1,1,0,1,1,1,1,1
3.38,5,12,2019,05/12/2019,4,0,0,0,1,1,1,1,0,1,0,0,0
3.381,6,12,2019,06/12/2019,5,1,0,0,0,0,0,0,0,1,1,0,1
3.38,9,12,2019,09/12/2019,1,1,0,0,1,0,1,1,1,1,1,1,1
3.391,10,12,2019,10/12/2019,2,1,1,1,1,0,1,1,1,0,1,0,1
3.393,11,12,2019,11/12/2019,3,0,0,1,1,1,1,0,0,1,1,0,1
3.393,12,12,2019,12/12/2019,4,0,0,1,1,0,0,1,0,1,1,0,0
3.373,13,12,2019,13/12/2019,5,0,1,1,1,1,0,1,0,1,1,0,0
3.36,16,12,2019,16/12/2019,1,0,1,1,1,1,1,1,1,1,0,0,0
3.349,17,12,2019,17/12/2019,2,1,0,0,1,1,0,1,0,1,1,1,1
3.34,18,12,2019,18/12/2019,3,1,1,1,0,0,0,0,0,0,1,0,0
3.338,19,12,2019,19/12/2019,4,0,1,1,0,0,0,0,1,0,1,1,0
3.326,20,12,2019,20/12/2019,5,0,1,1,0,1,0,1,1,1,0,0,1
3.32,23,12,2019,23/12/2019,1,0,0,0,1,0,1,0,1,0,1,0,0
3.319,24,12,2019,24/12/2019,2,0,1,0,0,1,0,0,0,0,0,1,1
3.319,25,12,2019,25/12/2019,3,1,0,1,1,0,1,0,1,1,1,1,1
3.322,26,12,2019,26/12/2019,4,1,0,0,0,1,0,0,0,1,1,0,0
3.324,27,12,2019,27/12/2019,5,1,1,1,0,0,0,0,1,1,0,1,0
3.319,30,12,2019,30/12/2019,1,0,1,0,1,0,1,1,0,0,1,1,0
3.317,31,12,2019,31/12/2019,2,1,1,0,1,1,0,0,1,0,0,0,0
3.317,1,1,2020,01/01/2020,3,0,0,1,1,0,1,0,0,1,0,0,1
3.305,2,1,2020,02/01/2020,4,0,0,0,1,1,0,0,0,1,1,1,1
3.311,3,1,2020,03/01/2020,5,0,0,0,0,0,1,0,1,1,0,0,0
3.323,6,1,2020,06/01/2020,1,1,0,0,0,1,1,0,1,0,0,0,1
3.327,7,1,2020,07/01/2020,2,0,1,1,1,0,0,0,0,1,0,1,1
3.32,8,1,2020,08/01/2020,3,1,1,1,1,1,1,1,0,0,0,0,0
3.321,9,1,2020,09/01/2020,4,1,0,0,0,1,1,0,1,0,1,0,1
3.324,10,1,2020,10/01/2020,5,1,1,1,1,0,1,1,0,1,0,0,0
3.336,13,1,2020,13/01/2020,1,1,0,1,0,1,1,1,1,0,1,0,0
3.33,14,1,2020,14/01/2020,2,0,1,0,1,1,0,1,0,0,1,0,1
3.327,15,1,2020,15/01/2020,3,1,0,1,1,1,1,0,0,0,1,0,0
3.326,16,1,2020,16/01/2020,4,1,1,1,0,0,1,1,0,1,1,1,1
3.324,17,1,2020,17/01/2020,5,0,1,0,0,1,0,1,1,1,0,1,1
3.323,20,1,2020,20/01/2020,1,1,0,1,1,0,1,1,1,0,1,1,1
3.32,21,1,2020,21/01/2020,2,0,0,0,1,0,0,1,1,1,0,1,1
3.317,22,1,2020,22/01/2020,3,0,1,0,1,1,1,1,0,1,0,1,1
3.322,23,1,2020,23/01/2020,4,1,0,0,1,0,0,0,1,1,1,0,0
3.325,24,1,2020,24/01/2020,5,1,0,0,0,0,1,1,1,1,0,1,0
3.339,27,1,2020,27/01/2020,1,0,1,1,1,0,0,1,1,0,1,1,0
3.335,28,1,2020,28/01/2020,2,0,0,0,1,0,1,0,1,0,1,0,1
3.345,29,1,2020,29/01/2020,3,0,1,1,0,0,0,0,1,1,0,0,1
3.36,30,1,2020,30/01/2020,4,0,0,1,1,1,0,1,1,0,0,0,1
3.376,31,1,2020,31/01/2020,5,0,0,1,1,1,1,0,0,0,1,0,0
3.374,3,2,2020,03/02/2020,1,1,0,1,1,0,0,0,0,1,0,1,0
3.364,4,2,2020,04/02/2020,2,0,1,1,1,0,0,1,1,1,1,1,1
3.36,5,2,2020,05/02/2020,3,1,1,1,1,1,1,0,0,0,1,1,0
3.371,6,2,2020,06/02/2020,4,1,1,0,0,1,1,0,0,1,1,1,1
3.388,7,2,2020,07/02/2020,5,1,1,1,0,1,1,0,0,1,1,1,1
3.394,10,2,2020,10/02/2020,1,1,0,1,1,0,0,0,0,0,0,1,0
3.39,11,2,2020,11/02/2020,2,0,0,1,1,1,0,0,1,0,0,0,0
3.383,12,2,2020,12/02/2020,3,1,0,1,0,0,1,1,1,1,0,1,1
3.385,13,2,2020,13/02/2020,4,1,1,1,1,0,1,0,1,0,0,1,1
3.384,14,2,2020,14/02/2020,5,1,0,0,0,1,0,0,1,1,0,1,0
3.384,17,2,2020,17/02/2020,1,1,0,1,0,0,0,0,0,1,0,0,0
3.386,18,2,2020,18/02/2020,2,0,1,1,0,1,1,1,0,0,0,0,1
3.384,19,2,2020,19/02/2020,3,1,0,1,1,1,1,1,1,1,0,1,0
3.392,20,2,2020,20/02/2020,4,0,1,1,0,0,0,0,0,1,1,0,1
3.394,21,2,2020,21/02/2020,5,1,0,0,0,0,0,1,0,0,0,1,1
3.404,24,2,2020,24/02/2020,1,1,0,1,0,0,1,1,0,0,0,1,0
3.405,25,2,2020,25/02/2020,2,0,1,0,1,0,0,1,0,1,0,0,0
3.412,26,2,2020,26/02/2020,3,1,1,1,0,1,0,0,1,0,1,1,0
3.43,27,2,2020,27/02/2020,4,1,0,1,0,0,0,1,1,0,1,1,1
3.451,28,2,2020,28/02/2020,5,0,0,1,1,1,1,1,1,0,1,0,1
3.445,2,3,2020,02/03/2020,1,1,1,1,0,1,1,1,0,0,1,1,1
3.428,3,3,2020,03/03/2020,2,1,0,0,1,0,0,1,1,0,0,1,0
3.425,4,3,2020,04/03/2020,3,1,1,1,1,0,0,1,0,0,0,0,1
3.44,5,3,2020,05/03/2020,4,1,1,0,1,0,0,0,0,0,1,0,1
3.473,6,3,2020,06/03/2020,5,1,1,1,0,0,1,1,0,1,0,0,0
3.502,9,3,2020,09/03/2020,1,0,1,0,0,1,1,0,1,0,1,0,0
3.498,10,3,2020,10/03/2020,2,0,0,1,0,1,1,0,0,0,1,1,0
3.51,11,3,2020,11/03/2020,3,1,1,0,1,0,1,1,1,1,1,0,0
3.545,12,3,2020,12/03/2020,4,0,0,0,1,1,1,1,1,0,0,0,0
3.53,13,3,2020,13/03/2020,5,1,1,1,0,1,0,0,0,0,0,1,0
3.55,16,3,2020,16/03/2020,1,1,1,1,0,1,1,1,0,1,1,0,1
3.554,17,3,2020,17/03/2020,2,0,0,1,0,0,0,1,0,0,1,1,0
3.568,18,3,2020,18/03/2020,3,0,1,0,0,0,1,0,0,0,1,0,1
3.565,19,3,2020,19/03/2020,4,0,0,0,1,0,1,0,0,1,1,0,1
3.525,20,3,2020,20/03/2020,5,1,0,1,0,1,0,0,1,0,0,0,1
3.536,23,3,2020,23/03/2020,1,1,1,0,1,1,1,0,1,1,1,1,1
3.523,24,3,2020,24/03/2020,2,1,0,0,0,1,1,0,0,1,1,1,0
3.503,25,3,2020,25/03/2020,3,1,0,1,1,0,0,0,1,1,0,0,0
3.439,26,3,2020,26/03/2020,4,1,0,0,0,0,0,1,0,0,1,1,0
3.423,27,3,2020,27/03/2020,5,0,1,0,0,1,1,1,0,1,1,1,1
3.439,30,3,2020,30/03/2020,1,1,0,1,0,1,0,0,0,1,1,0,0
3.442,31,3,2020,31/03/2020,2,0,1,1,0,0,0,0,0,1,1,0,0
3.462,1,4,2020,01/04/2020,3,1,0,1,1,0,0,1,1,1,0,0,0
3.458,2,4,2020,02/04/2020,4,0,0,1,0,1,1,0,1,1,0,1,1
3.457,3,4,2020,03/04/2020,5,0,1,1,0,0,1,1,1,1,1,1,1
3.412,6,4,2020,06/04/2020,1,0,0,1,0,0,0,1,0,0,0,1,0
3.373,7,4,2020,07/04/2020,2,1,0,1,0,0,0,1,0,1,0,0,1
3.356,8,4,2020,08/04/2020,3,0,0,0,0,1,1,1,1,0,1,0,0
3.356,9,4,2020,09/04/2020,4,1,1,1,1,0,0,0,0,0,1,0,1
3.356,10,4,2020,10/04/2020,5,0,1,1,0,1,1,1,0,0,0,1,0
3.379,13,4,2020,13/04/2020,1,0,0,0,1,1,1,0,0,0,1,1,1
3.393,14,4,2020,14/04/2020,2,1,1,1,1,0,1,0,0,0,1,0,0
3.421,15,4,2020,15/04/2020,3,0,1,0,1,1,0,1,0,0,1,0,0
3.411,16,4,2020,16/04/2020,4,0,1,1,1,1,1,1,0,1,1,1,0
3.407,17,4,2020,17/04/2020,5,0,0,1,1,1,1,1,1,1,1,1,1
3.41,20,4,2020,20/04/2020,1,0,1,0,1,0,0,1,0,0,0,1,0
3.4,21,4,2020,21/04/2020,2,1,1,0,1,1,0,1,0,1,0,0,0
3.376,22,4,2020,22/04/2020,3,1,0,0,0,1,0,1,0,0,1,0,1
3.364,23,4,2020,23/04/2020,4,1,0,1,1,1,0,0,0,1,1,1,0
3.381,24,4,2020,24/04/2020,5,0,0,0,0,0,1,0,0,0,1,0,1
3.4,27,4,2020,27/04/2020,1,1,0,0,1,0,0,1,1,1,0,0,1
3.387,28,4,2020,28/04/2020,2,0,1,0,0,1,0,0,0,1,1,1,1
3.373,29,4,2020,29/04/2020,3,0,1,1,1,0,1,0,0,0,0,1,0
3.383,30,4,2020,30/04/2020,4,0,0,0,1,1,1,0,1,1,1,1,0
3.383,1,5,2020,01/05/2020,5,0,0,0,0,0,0,0,1,0,0,1,1
3.39,4,5,2020,04/05/2020,1,0,0,0,0,0,1,0,1,1,0,1,1
3.394,5,5,2020,05/05/2020,2,0,1,1,1,1,1,1,1,0,0,0,0
3.407,6,5,2020,06/05/2020,3,1,1,1,1,1,0,1,0,0,0,0,0
3.41,7,5,2020,07/05/2020,4,0,0,0,1,0,0,0,1,1,1,0,1
3.399,8,5,2020,08/05/2020,5,1,1,1,1,1,0,1,1,0,0,0,1
3.421,11,5,2020,11/05/2020,1,0,0,0,1,0,0,0,1,1,1,0,0
3.425,12,5,2020,12/05/2020,2,1,0,0,0,0,1,0,0,0,1,0,0
3.437,13,5,2020,13/05/2020,3,1,0,0,0,1,0,0,0,0,1,1,1
3.455,14,5,2020,14/05/2020,4,1,0,0,1,1,0,1,0,0,0,1,1
3.448,15,5,2020,15/05/2020,5,1,0,0,1,0,1,1,0,0,1,1,1
3.424,18,5,2020,18/05/2020,1,0,0,0,0,0,1,0,0,0,0,1,1
3.43,19,5,2020,19/05/2020,2,1,0,0,0,0,0,0,0,0,1,0,1
3.41,20,5,2020,20/05/2020,3,0,0,1,1,0,1,1,1,0,1,0,1
3.406,21,5,2020,21/05/2020,4,0,1,0,0,0,0,0,1,1,0,0,1
3.429,22,5,2020,22/05/2020,5,1,0,0,0,1,0,1,0,1,0,1,1
3.429,25,5,2020,25/05/2020,1,1,1,0,0,1,0,1,0,1,0,0,0
3.426,26,5,2020,26/05/2020,2,1,1,1,0,0,1,0,1,1,0,0,0
3.453,27,5,2020,27/05/2020,3,1,0,0,0,1,1,1,1,0,0,0,1
3.444,28,5,2020,28/05/2020,4,1,1,1,0,0,1,1,0,1,1,1,0
3.434,29,5,2020,29/05/2020,5,0,1,0,1,1,1,1,0,0,1,0,0
3.422,1,6,2020,01/06/2020,1,1,1,0,0,0,0,0,0,1,1,0,0
3.404,2,6,2020,02/06/2020,2,0,1,0,1,1,0,1,1,1,0,1,0
3.391,3,6,2020,03/06/2020,3,1,0,1,0,1,1,0,1,0,0,0,0
3.422,4,6,2020,04/06/2020,4,0,1,1,0,0,1,1,1,1,0,0,1
3.43,5,6,2020,05/06/2020,5,0,0,1,1,1,0,0,1,0,1,1,1
3.441,8,6,2020,08/06/2020,1,1,1,0,1,0,0,1,1,1,1,1,0
3.448,9,6,2020,09/06/2020,2,1,0,0,0,0,1,1,1,0,0,0,0
3.437,10,6,2020,10/06/2020,3,1,0,0,0,1,1,0,1,0,1,0,0
3.452,11,6,2020,11/06/2020,4,1,0,0,1,0,0,0,1,1,0,0,1
3.464,12,6,2020,12/06/2020,5,1,0,1,1,1,1,1,0,1,1,0,0
3.485,15,6,2020,15/06/2020,1,0,1,1,1,1,1,0,1,1,1,0,1
3.477,16,6,2020,16/06/2020,2,0,0,0,1,1,0,0,0,0,1,1,1
3.493,17,6,2020,17/06/2020,3,1,0,0,0,0,0,0,0,0,0,0,0
3.511,18,6,2020,18/06/2020,4,0,1,0,0,1,1,1,0,0,0,1,0
3.513,19,6,2020,19/06/2020,5,1,1,1,1,1,0,1,1,0,1,1,0
3.496,22,6,2020,22/06/2020,1,0,0,0,1,1,0,1,1,1,1,0,1
3.518,23,6,2020,23/06/2020,2,1,1,1,0,0,0,1,1,0,1,1,1
3.529,24,6,2020,24/06/2020,3,1,1,0,0,1,1,0,0,0,1,1,1
3.513,25,6,2020,25/06/2020,4,1,0,0,1,0,0,0,1,1,1,1,1
3.522,26,6,2020,26/06/2020,5,1,1,0,0,1,1,1,0,0,1,1,1
3.522,29,6,2020,29/06/2020,1,0,1,1,1,0,0,1,0,0,1,0,0
3.541,30,6,2020,30/06/2020,2,0,0,0,1,1,0,0,1,0,0,0,0
3.537,1,7,2020,01/07/2020,3,0,1,0,0,0,1,0,1,1,1,0,1
3.519,2,7,2020,02/07/2020,4,1,0,0,0,1,1,1,0,0,0,1,0
3.528,3,7,2020,03/07/2020,5,1,1,1,1,1,1,1,0,0,1,0,1
3.549,6,7,2020,06/07/2020,1,0,0,0,0,0,0,0,1,1,1,1,1
3.547,7,7,2020,07/07/2020,2,1,1,0,0,1,0,1,0,1,0,1,1
3.537,8,7,2020,08/07/2020,3,0,1,0,1,0,0,1,0,1,0,1,1
3.524,9,7,2020,09/07/2020,4,1,0,1,1,0,0,0,1,1,1,0,0
3.508,10,7,2020,10/07/2020,5,0,0,0,0,1,1,0,1,1,1,1,0
3.5,13,7,2020,13/07/2020,1,1,1,0,0,0,1,0,1,0,0,1,0
3.504,14,7,2020,14/07/2020,2,0,1,1,0,1,1,0,1,1,0,1,0
3.502,15,7,2020,15/07/2020,3,1,0,0,0,1,0,0,0,1,1,1,1
3.499,16,7,2020,16/07/2020,4,1,1,0,1,1,0,1,0,0,0,0,0
3.511,17,7,2020,17/07/2020,5,1,1,1,0,0,1,1,1,1,1,0,1
3.518,20,7,2020,20/07/2020,1,0,0,0,1,1,0,1,1,0,0,0,1
3.497,21,7,2020,21/07/2020,2,0,1,0,1,1,0,1,1,1,1,0,1
3.505,22,7,2020,22/07/2020,3,1,0,0,0,1,1,1,0,1,1,0,1
3.518,23,7,2020,23/07/2020,4,0,0,0,1,0,1,0,1,1,0,1,0
3.536,24,7,2020,24/07/2020,5,1,0,0,1,0,1,0,0,0,1,0,1
3.529,27,7,2020,27/07/2020,1,0,0,1,0,0,0,0,0,1,0,0,1
3.529,28,7,2020,28/07/2020,2,0,1,0,0,0,0,1,0,1,1,0,0
3.515,29,7,2020,29/07/2020,3,0,0,0,0,0,1,1,0,1,0,0,0
3.51,30,7,2020,30/07/2020,4,1,1,1,1,1,0,1,1,1,0,0,1
3.529,31,7,2020,31/07/2020,5,0,1,1,1,0,0,0,1,0,0,1,0
3.543,3,8,2020,03/08/2020,1,0,0,0,1,1,1,0,1,1,1,1,1
3.55,4,8,2020,04/08/2020,2,1,1,1,1,1,0,1,1,1,1,1,0
3.55,5,8,2020,05/08/2020,3,1,0,0,0,0,0,1,0,1,1,1,0
3.548,6,8,2020,06/08/2020,4,1,0,1,1,0,1,0,1,0,0,1,1
3.551,7,8,2020,07/08/2020,5,0,0,1,1,0,0,1,1,0,1,0,0
3.561,10,8,2020,10/08/2020,1,0,1,1,0,1,0,1,0,1,0,0,0
3.563,11,8,2020,11/08/2020,2,0,1,1,1,0,1,0,1,1,1,0,0
3.568,12,8,2020,12/08/2020,3,1,1,1,1,0,0,1,1,0,0,1,1
3.573,13,8,2020,13/08/2020,4,1,1,1,0,0,0,0,1,0,1,0,1
3.576,14,8,2020,14/08/2020,5,0,1,1,0,0,1,1,0,0,0,1,0
3.579,17,8,2020,17/08/2020,1,0,0,0,0,0,0,0,0,1,0,1,0
3.576,18,8,2020,18/08/2020,2,1,1,0,0,1,0,1,1,1,1,0,1
3.564,19,8,2020,19/08/2020,3,1,0,1,0,0,1,1,1,1,1,1,1
3.576,20,8,2020,20/08/2020,4,1,1,0,0,0,1,1,1,1,1,0,1
3.584,21,8,2020,21/08/2020,5,1,0,0,1,1,1,1,1,0,0,0,0
3.583,24,8,2020,24/08/2020,1,0,1,0,0,0,1,1,0,1,0,1,1
3.593,25,8,2020,25/08/2020,2,1,0,0,1,0,1,1,1,1,1,0,0
3.586,26,8,2020,26/08/2020,3,0,1,0,1,0,1,0,0,1,1,0,0
3.573,27,8,2020,27/08/2020,4,0,1,1,1,0,0,0,1,0,1,0,0
3.54,28,8,2020,28/08/2020,5,0,1,0,0,1,0,1,0,1,0,0,0
3.547,31,8,2020,31/08/2020,1,1,0,0,0,1,1,0,0,0,0,1,1
3.531,1,9,2020,01/09/2020,2,0,0,0,0,0,1,0,0,0,0,1,1
3.533,2,9,2020,02/09/2020,3,0,0,1,0,0,0,0,1,1,0,0,0
3.542,3,9,2020,03/09/2020,4,1,0,0,1,1,0,1,1,1,1,0,1
3.554,4,9,2020,04/09/2020,5,1,0,0,0,0,1,0,0,1,1,1,0
3.54,7,9,2020,07/09/2020,1,0,1,0,1,0,0,0,1,1,0,0,0
3.545,8,9,2020,08/09/2020,2,0,1,0,1,0,1,0,1,1,0,0,0
3.537,9,9,2020,09/09/2020,3,1,0,1,1,0,0,0,0,1,1,0,0
3.543,10,9,2020,10/09/2020,4,1,0,1,1,1,0,0,1,1,0,0,1
3.57,11,9,2020,11/09/2020,5,0,0,0,1,1,0,1,1,0,1,1,0
3.569,14,9,2020,14/09/2020,1,1,1,0,0,0,0,0,0,1,1,1,0
3.553,15,9,2020,15/09/2020,2,0,0,1,0,0,0,0,1,0,0,1,1
3.543,16,9,2020,16/09/2020,3,0,0,1,0,1,0,0,1,1,0,1,1
3.538,17,9,2020,17/09/2020,4,0,0,0,1,1,0,0,1,0,0,1,0
3.527,18,9,2020,18/09/2020,5,1,0,0,0,1,1,1,0,1,0,0,1
3.546,21,9,2020,21/09/2020,1,1,0,1,1,1,0,1,0,1,1,0,0
3.555,22,9,2020,22/09/2020,2,0,1,0,0,1,1,1,1,1,0,0,0
3.568,23,9,2020,23/09/2020,3,0,0,1,0,0,1,0,1,0,0,0,1
3.58,24,9,2020,24/09/2020,4,1,0,1,0,1,1,1,1,1,1,0,0
3.592,25,9,2020,25/09/2020,5,1,1,0,0,1,1,1,1,1,1,1,0
3.593,28,9,2020,28/09/2020,1,1,1,0,0,1,0,0,1,1,1,1,0
3.597,29,9,2020,29/09/2020,2,1,1,1,0,1,1,1,1,1,1,0,1
3.599,30,9,2020,30/09/2020,3,0,0,1,0,1,0,1,0,1,1,0,1
3.607,1,10,2020,01/10/2020,4,0,1,0,0,0,1,0,0,1,1,0,0
3.62,2,10,2020,02/10/2020,5,0,1,0,0,1,0,0,0,1,1,0,1
3.612,5,10,2020,05/10/2020,1,0,0,0,1,0,1,0,1,1,1,1,1
3.586,6,10,2020,06/10/2020,2,0,1,0,0,1,0,0,0,0,1,0,0
3.581,7,10,2020,07/10/2020,3,0,0,1,0,0,1,0,1,1,1,1,0
3.58,8,10,2020,08/10/2020,4,0,1,0,1,1,1,0,0,0,1,0,0
3.572,9,10,2020,09/10/2020,5,1,1,1,1,1,1,0,0,0,1,1,1
3.587,12,10,2020,12/10/2020,1,1,0,1,1,0,0,0,0,0,1,1,0
3.596,13,10,2020,13/10/2020,2,1,1,0,1,0,0,0,0,1,1,0,1
3.59,14,10,2020,14/10/2020,3,1,1,1,1,1,0,0,1,0,1,1,1
3.59,15,10,2020,15/10/2020,4,1,1,0,1,1,0,0,0,1,1,1,0
3.581,16,10,2020,16/10/2020,5,0,0,1,1,0,0,0,1,1,0,0,1
3.59,19,10,2020,19/10/2020,1,1,1,1,0,1,1,0,0,0,1,1,0
3.59,20,10,2020,20/10/2020,2,1,0,1,1,1,0,1,1,0,0,1,1
3.599,21,10,2020,21/10/2020,3,0,1,1,1,0,1,1,0,0,0,1,1
3.606,22,10,2020,22/10/2020,4,1,0,1,1,1,1,0,0,0,1,0,0
3.606,23,10,2020,23/10/2020,5,1,0,0,1,1,1,1,0,0,0,1,1
3.606,26,10,2020,26/10/2020,1,1,0,0,1,0,0,0,0,0,0,1,0
3.609,27,10,2020,27/10/2020,2,0,1,0,1,0,1,0,0,1,1,0,1
3.615,28,10,2020,28/10/2020,3,0,0,1,0,1,0,0,1,1,1,1,1
3.613,29,10,2020,29/10/2020,4,0,0,1,1,1,1,0,0,0,0,0,0
3.615,30,10,2020,30/10/2020,5,1,0,0,0,1,1,0,0,0,0,1,1
3.617,2,11,2020,02/11/2020,1,1,1,1,1,0,1,1,1,1,0,0,1
3.608,3,11,2020,03/11/2020,2,1,1,0,0,1,1,0,1,0,0,0,1
3.6,4,11,2020,04/11/2020,3,0,0,1,1,1,1,0,1,1,1,1,0
3.594,5,11,2020,05/11/2020,4,1,1,0,1,0,0,1,0,1,1,0,0
3.601,6,11,2020,06/11/2020,5,0,1,0,1,1,0,1,0,0,0,0,0
3.59,9,11,2020,09/11/2020,1,1,0,0,1,1,1,1,0,0,0,1,0
3.624,10,11,2020,10/11/2020,2,1,1,1,1,1,1,1,1,1,1,1,0
3.626,11,11,2020,11/11/2020,3,1,1,1,1,0,0,0,1,1,1,0,1
3.636,12,11,2020,12/11/2020,4,1,0,0,1,0,0,0,1,0,1,1,1
3.646,13,11,2020,13/11/2020,5,0,0,1,0,0,1,0,1,1,0,1,0
3.662,16,11,2020,16/11/2020,1,0,0,1,0,0,0,0,1,1,1,0,1
3.632,17,11,2020,17/11/2020,2,0,0,0,1,0,0,1,1,0,0,1,0
3.582,18,11,2020,18/11/2020,3,1,1,1,0,0,0,0,1,0,1,1,0
3.577,19,11,2020,19/11/2020,4,0,1,1,1,0,0,1,0,1,0,0,0
3.587,20,11,2020,20/11/2020,5,1,1,0,1,0,1,1,1,1,1,1,0
3.6,23,11,2020,23/11/2020,1,0,1,1,0,0,1,1,1,1,1,0,0
3.609,24,11,2020,24/11/2020,2,0,1,1,0,0,0,1,1,0,1,1,0
3.611,25,11,2020,25/11/2020,3,0,1,0,1,1,0,0,0,0,1,0,1
3.608,26,11,2020,26/11/2020,4,1,0,1,0,1,1,0,1,0,1,0,0
3.609,27,11,2020,27/11/2020,5,1,0,1,0,1,1,1,0,0,0,0,1
3.61,30,11,2020,30/11/2020,1,1,0,0,1,0,1,0,1,1,1,1,0
3.606,1,12,2020,01/12/2020,2,0,1,0,0,1,0,0,0,1,1,1,1
3.607,2,12,2020,02/12/2020,3,0,0,0,0,0,0,1,1,1,0,0,1
3.599,3,12,2020,03/12/2020,4,0,0,1,1,0,1,0,0,0,0,0,0
3.596,4,12,2020,04/12/2020,5,0,1,1,0,0,0,1,0,0,0,0,1
3.603,7,12,2020,07/12/2020,1,1,1,1,1,1,0,0,0,0,1,0,0
3.603,8,12,2020,08/12/2020,2,0,1,1,1,1,1,1,1,0,0,0,1
3.606,9,12,2020,09/12/2020,3,0,1,0,0,1,0,1,1,0,0,0,1
3.603,10,12,2020,10/12/2020,4,0,1,1,1,1,1,1,1,0,0,1,0
3.602,11,12,2020,11/12/2020,5,0,0,0,0,0,1,1,0,1,1,0,1
3.591,14,12,2020,14/12/2020,1,0,0,1,1,0,0,0,1,1,1,0,0
3.592,15,12,2020,15/12/2020,2,1,0,1,1,1,1,1,0,1,0,0,1
3.59,16,12,2020,16/12/2020,3,0,1,0,0,0,1,0,0,0,0,1,0
3.587,17,12,2020,17/12/2020,4,1,1,0,1,0,0,0,1,1,1,1,1
3.597,18,12,2020,18/12/2020,5,0,0,0,1,1,1,0,0,1,0,1,1
3.608,21,12,2020,21/12/2020,1,1,1,0,0,1,1,0,0,0,1,0,0
3.617,22,12,2020,22/12/2020,2,0,0,0,1,0,1,0,1,0,1,0,1
3.616,23,12,2020,23/12/2020,3,0,1,1,0,1,0,1,0,1,0,0,1
3.615,24,12,2020,24/12/2020,4,0,1,0,1,1,0,0,0,1,0,1,0
3.615,25,12,2020,25/12/2020,5,0,0,0,0,1,0,0,0,1,1,0,0
3.617,28,12,2020,28/12/2020,1,0,1,1,0,1,0,0,0,0,1,1,0
3.62,29,12,2020,29/12/2020,2,1,1,1,0,1,1,1,1,0,1,1,0
3.621,30,12,2020,30/12/2020,3,0,1,0,1,1,0,0,1,0,0,0,0
3.624,31,12,2020,31/12/2020,4,0,0,1,0,1,1,1,1,0,0,1,0
3.624,1,1,2021,01/01/2021,5,0,1,0,0,0,1,0,1,1,1,0,0
